Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels),rotation_end_time£¨s£©,rotation_end_time£¨s£©,Rotation Duration (s)
69.07 s,-2.46 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001898000435337819,0.0013188092631034245,-0.013918226,-5 pixels,N/A,N/A,N/A
69.18 s,-2.45 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001857216908700019,0.0013520563679616173,-0.013944791,-5 pixels,N/A,N/A,N/A
69.3 s,-2.44 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019836438761265127,0.0013661462033978306,-0.013977428,-5 pixels,N/A,N/A,N/A
69.42 s,-2.43 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020022878572380095,0.0013876003220714926,-0.013989223,-5 pixels,N/A,N/A,N/A
69.43 s,-2.43 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020245420234497043,0.0013695110115121748,-0.014032014,-5 pixels,N/A,N/A,N/A
69.46 s,-2.43 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002053115889451505,0.001328821115395468,-0.01405905,-4 pixels,N/A,N/A,N/A
69.49 s,-2.43 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00208970852969767,0.001346727555312575,-0.014016847,-4 pixels,N/A,N/A,N/A
69.51 s,-2.42 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020917471520100696,0.001332782702382076,-0.014025318,-4 pixels,N/A,N/A,N/A
69.53 s,-2.42 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020784223880740624,0.0013089410045962612,-0.013990801,-4 pixels,N/A,N/A,N/A
69.56 s,-2.42 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020639611734595458,0.0013366172684479852,-0.013937121,-4 pixels,N/A,N/A,N/A
69.58 s,-2.42 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002042553542646089,0.001385952992974911,-0.013944184,-4 pixels,N/A,N/A,N/A
69.6 s,-2.42 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020114690687826836,0.0013629907271105418,-0.013982613,-4 pixels,N/A,N/A,N/A
69.63 s,-2.42 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020057650153889684,0.0013361190215877403,-0.013990501,-4 pixels,N/A,N/A,N/A
69.65 s,-2.41 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020205999494692563,0.0013304839018082057,-0.013987779,-4 pixels,N/A,N/A,N/A
69.68 s,-2.41 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020644989947857188,0.0013058158479684735,-0.014054514,-4 pixels,N/A,N/A,N/A
69.7 s,-2.41 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020841705223092503,0.0012842132391756786,-0.01404839,-4 pixels,N/A,N/A,N/A
69.72 s,-2.41 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020947557812246915,0.0013010046981808824,-0.014017697,-3 pixels,N/A,N/A,N/A
69.75 s,-2.41 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021014580287308684,0.0013248234357113068,-0.014033922,-3 pixels,N/A,N/A,N/A
69.79 s,-2.40 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002067737518727984,0.0013264080539713591,-0.013942415,-3 pixels,N/A,N/A,N/A
69.88 s,-2.39 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002067114074941039,0.0013595556066270755,-0.014070714,-3 pixels,N/A,N/A,N/A
69.98 s,-2.38 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002067829435660359,0.0013429667614168036,-0.013961368,-3 pixels,N/A,N/A,N/A
70.1 s,-2.37 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020070266114607088,0.0013669599648117251,-0.014064358,-3 pixels,N/A,N/A,N/A
70.2 s,-2.36 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001924829408244228,0.0013660125853524087,-0.013950292,-3 pixels,N/A,N/A,N/A
70.31 s,-2.35 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017922191972060753,0.0014370324789558554,-0.014090208,-3 pixels,N/A,N/A,N/A
70.42 s,-2.34 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017025346035727553,0.0014657945601056516,-0.013937961,-3 pixels,N/A,N/A,N/A
70.54 s,-2.33 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0016651802538845627,0.0014556646860739413,-0.014122344,-3 pixels,N/A,N/A,N/A
70.65 s,-2.32 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017245387710678006,0.001436931695919204,-0.01395769,-3 pixels,N/A,N/A,N/A
70.76 s,-2.31 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017757518175192644,0.0014378462538495497,-0.014135566,-3 pixels,N/A,N/A,N/A
70.87 s,-2.30 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018671081759624275,0.001430748960167926,-0.013981209,-3 pixels,N/A,N/A,N/A
70.97 s,-2.29 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018842571772280142,0.0013892023826713935,-0.014099824,-3 pixels,N/A,N/A,N/A
71.07 s,-2.28 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018727631530531515,0.0013437336433108193,-0.013964589,-3 pixels,N/A,N/A,N/A
71.19 s,-2.27 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018231783911361408,0.0013034611572144386,-0.014064805,-3 pixels,N/A,N/A,N/A
71.32 s,-2.26 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001876750089389143,0.0011848711089257422,-0.013935995,-3 pixels,N/A,N/A,N/A
71.43 s,-2.25 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001976131160529589,0.0011068269135014884,-0.014092871,-3 pixels,N/A,N/A,N/A
71.53 s,-2.24 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021140112753809765,0.0010592059651350308,-0.013979704,-3 pixels,N/A,N/A,N/A
71.65 s,-2.23 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021549925072881005,0.0010168911716622333,-0.014052068,-3 pixels,N/A,N/A,N/A
71.75 s,-2.23 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002154339825021676,0.001018472406350297,-0.013999514,-3 pixels,N/A,N/A,N/A
71.9 s,-2.21 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002136156430706485,0.0010151322542483977,-0.014093212,-2 pixels,N/A,N/A,N/A
71.98 s,-2.20 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002102140877313597,0.0010272277645473368,-0.014006949,-2 pixels,N/A,N/A,N/A
72.08 s,-2.19 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002092863785840956,0.0009777239996117887,-0.014129436,-2 pixels,N/A,N/A,N/A
72.19 s,-2.19 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002061486588502627,0.000971361859795653,-0.01398947,-2 pixels,N/A,N/A,N/A
72.3 s,-2.18 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020613693090181387,0.0010255575534542174,-0.014147819,-2 pixels,N/A,N/A,N/A
72.43 s,-2.17 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0021198172831003604,0.001041622802395256,-0.013959289,-2 pixels,N/A,N/A,N/A
72.53 s,-2.16 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002111108779449539,0.0010842164774406103,-0.014014378,-2 pixels,N/A,N/A,N/A
72.65 s,-2.15 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002074265413815576,0.0011349754409857107,-0.013963639,-2 pixels,N/A,N/A,N/A
72.75 s,-2.14 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019306875083742118,0.001171013977317479,-0.01400297,-2 pixels,N/A,N/A,N/A
72.86 s,-2.13 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019828394725019166,0.0011647712302572885,-0.014012549,-2 pixels,N/A,N/A,N/A
72.99 s,-2.12 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019553145762282605,0.0012194614249111998,-0.014035993,-2 pixels,N/A,N/A,N/A
73.11 s,-2.11 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019931794432296,0.0011880777863239014,-0.013937908,-2 pixels,N/A,N/A,N/A
73.21 s,-2.10 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002028925725631905,0.0012113210190321095,-0.014114594,-2 pixels,N/A,N/A,N/A
73.34 s,-2.09 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0021286157290554292,0.0012034110752554702,-0.014010686,-2 pixels,N/A,N/A,N/A
73.44 s,-2.08 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0022171377576254464,0.001252156944519192,-0.014189587,-2 pixels,N/A,N/A,N/A
73.57 s,-2.07 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002354932107904495,0.0012509445434784048,-0.014021295,-2 pixels,N/A,N/A,N/A
73.67 s,-2.06 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002334989682094547,0.001176225866530885,-0.014067755,-2 pixels,N/A,N/A,N/A
73.78 s,-2.05 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002390187074963546,0.0011979346546845088,-0.013972141,-2 pixels,N/A,N/A,N/A
73.9 s,-2.04 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002336707549795838,0.0012374748480255737,-0.014014987,-2 pixels,N/A,N/A,N/A
74.02 s,-2.03 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002321755846232084,0.0013075645026406667,-0.013936931,-2 pixels,N/A,N/A,N/A
74.15 s,-2.02 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0022342122436665992,0.0013319468060957128,-0.013983168,-2 pixels,N/A,N/A,N/A
74.26 s,-2.01 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002172143871154772,0.0013574935543550876,-0.013894981,-2 pixels,N/A,N/A,N/A
74.36 s,-2.00 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020070039957192317,0.0014095993543456159,-0.013971548,-2 pixels,N/A,N/A,N/A
74.48 s,-1.99 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020729620596810264,0.0014151611521042585,-0.013945914,-2 pixels,N/A,N/A,N/A
74.58 s,-1.98 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002050645606541813,0.001380255635222345,-0.013991983,-2 pixels,N/A,N/A,N/A
74.69 s,-1.97 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002120895210909619,0.0013996538670368835,-0.01386926,-2 pixels,N/A,N/A,N/A
74.8 s,-1.96 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.001992313643491692,0.0014763800296521792,-0.013869899,-2 pixels,N/A,N/A,N/A
74.9 s,-1.95 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0019420417902501486,0.0015619299741362704,-0.013894571,-2 pixels,N/A,N/A,N/A
75.01 s,-1.94 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0016708148567822273,0.0017036095521506148,-0.013904777,-2 pixels,N/A,N/A,N/A
75.12 s,-1.93 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0017501795604139047,0.0017596147497105088,-0.013886922,-2 pixels,N/A,N/A,N/A
75.23 s,-1.92 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0016721510260576894,0.001868208838048833,-0.013918353,-2 pixels,N/A,N/A,N/A
75.34 s,-1.91 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018366045788321692,0.001900221815689742,-0.013893888,-2 pixels,N/A,N/A,N/A
75.46 s,-1.90 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018080068964505202,0.0019199620922086818,-0.013902964,-2 pixels,N/A,N/A,N/A
75.57 s,-1.89 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019808765928063105,0.0019154748104411817,-0.013901709,-2 pixels,N/A,N/A,N/A
75.67 s,-1.88 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001958812625214716,0.0018741078872430302,-0.013858314,-2 pixels,N/A,N/A,N/A
75.79 s,-1.87 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019877742427397093,0.0018499972904507307,-0.01387538,-2 pixels,N/A,N/A,N/A
75.91 s,-1.86 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001818780601946592,0.001891935433209604,-0.013897143,-2 pixels,N/A,N/A,N/A
76.01 s,-1.85 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019339403230339944,0.0017972238662549564,-0.013891455,-2 pixels,N/A,N/A,N/A
76.13 s,-1.84 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0017833067780684527,0.0018479134756586209,-0.013915592,-2 pixels,N/A,N/A,N/A
76.25 s,-1.83 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00186732631720414,0.001723802456566386,-0.013937344,-2 pixels,N/A,N/A,N/A
76.36 s,-1.82 m,5.40 m,0.47 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.0017974366827939315,0.0016938124739353424,-0.013963686,-1 pixels,N/A,N/A,N/A
76.47 s,-1.81 m,5.40 m,0.47 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00194942912544261,0.0015948705607229904,-0.013968691,-1 pixels,N/A,N/A,N/A
76.59 s,-1.80 m,5.40 m,0.47 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.001873513103615503,0.0015771172389189888,-0.014040508,-1 pixels,N/A,N/A,N/A
76.69 s,-1.79 m,5.40 m,0.47 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.0019532845577947115,0.0013932587952611385,-0.014037281,-2 pixels,N/A,N/A,N/A
76.79 s,-1.78 m,5.40 m,0.47 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.0018917777714157608,0.0013554672490595585,-0.014079604,-2 pixels,N/A,N/A,N/A
76.9 s,-1.77 m,5.40 m,0.47 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.001964679982715779,0.001123163414002216,-0.014041164,-2 pixels,N/A,N/A,N/A
77.01 s,-1.76 m,5.40 m,0.47 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.0019471522627233357,0.001020850660614705,-0.014066295,-2 pixels,N/A,N/A,N/A
77.13 s,-1.75 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019728828031504012,0.00087715309764455,-0.014001617,-2 pixels,N/A,N/A,N/A
77.23 s,-1.74 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018650231067838792,0.0008793438760206527,-0.014094711,-2 pixels,N/A,N/A,N/A
77.34 s,-1.73 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019065112235257691,0.0008508325382153147,-0.014050805,-2 pixels,N/A,N/A,N/A
77.45 s,-1.72 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0017963228737106897,0.0009049615043222042,-0.014126115,-2 pixels,N/A,N/A,N/A
77.55 s,-1.71 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019156580978113226,0.0008558135870161477,-0.014075307,-3 pixels,N/A,N/A,N/A
77.67 s,-1.70 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001922465885352216,0.0009473250845789051,-0.014147195,-3 pixels,N/A,N/A,N/A
77.79 s,-1.69 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020623542201665835,0.0009343573683807749,-0.014092112,-3 pixels,N/A,N/A,N/A
77.9 s,-1.68 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020299067415953816,0.001002163985779091,-0.014121422,-3 pixels,N/A,N/A,N/A
78.01 s,-1.67 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020464501591664535,0.0009856831112136759,-0.01408522,-3 pixels,N/A,N/A,N/A
78.14 s,-1.66 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019323944026227611,0.001094232252638643,-0.014151675,-3 pixels,N/A,N/A,N/A
78.23 s,-1.65 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019229275876367195,0.001175497495770116,-0.014039541,-3 pixels,N/A,N/A,N/A
78.34 s,-1.64 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018587750115048357,0.0012459964294676048,-0.014139858,-3 pixels,N/A,N/A,N/A
78.46 s,-1.63 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002008447756625223,0.0012471563019131177,-0.014129576,-3 pixels,N/A,N/A,N/A
78.58 s,-1.62 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019541271222764467,0.001391848007161238,-0.014175592,-3 pixels,N/A,N/A,N/A
78.7 s,-1.61 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020505610149567245,0.0014022732805511443,-0.014107675,-3 pixels,N/A,N/A,N/A
78.82 s,-1.60 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019653887106780986,0.0014538439000587344,-0.014195082,-4 pixels,N/A,N/A,N/A
78.92 s,-1.59 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020234642861650717,0.0014012416313657645,-0.014157231,-4 pixels,N/A,N/A,N/A
79.03 s,-1.58 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019605479546373683,0.0014410543780505555,-0.014194907,-4 pixels,N/A,N/A,N/A
79.16 s,-1.57 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002065603495290192,0.0014328420412384496,-0.01416392,-4 pixels,N/A,N/A,N/A
79.26 s,-1.56 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019951010436175644,0.0014344197118332164,-0.014232823,-4 pixels,N/A,N/A,N/A
79.36 s,-1.55 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001990030266760593,0.0014243821752081844,-0.014176772,-4 pixels,N/A,N/A,N/A
79.46 s,-1.54 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018619871138321165,0.0014193179050536252,-0.014201841,-4 pixels,N/A,N/A,N/A
79.62 s,-1.53 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001674233925876089,0.0014396085002654332,-0.01415765,-5 pixels,N/A,N/A,N/A
79.68 s,-1.52 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0016611053460569235,0.0014307046859692895,-0.014205579,-5 pixels,N/A,N/A,N/A
79.8 s,-1.51 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0017646227209307237,0.0013634344881122197,-0.014152533,-5 pixels,N/A,N/A,N/A
79.9 s,-1.50 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018770581743613082,0.0012502411921822831,-0.014171488,-5 pixels,N/A,N/A,N/A
80.02 s,-1.49 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019988428877689038,0.001151163654319238,-0.014123716,-5 pixels,N/A,N/A,N/A
80.13 s,-1.48 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018900532500137456,0.0011412750744626064,-0.014147747,-5 pixels,N/A,N/A,N/A
80.24 s,-1.47 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018995792595720476,0.0010525761189597391,-0.014128289,-6 pixels,N/A,N/A,N/A
80.36 s,-1.46 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001769239623794325,0.0010680192486666915,-0.01417198,-6 pixels,N/A,N/A,N/A
80.46 s,-1.45 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018856172123633687,0.0010670037442852044,-0.014153089,-6 pixels,N/A,N/A,N/A
80.58 s,-1.44 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018480893219723327,0.0011031501590569623,-0.014212845,-6 pixels,N/A,N/A,N/A
80.69 s,-1.43 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002042285667843251,0.0010894909537962699,-0.014131563,-6 pixels,N/A,N/A,N/A
80.8 s,-1.42 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001999590018524732,0.001088620558379237,-0.014163207,-7 pixels,N/A,N/A,N/A
80.9 s,-1.41 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0021119571787637727,0.0010825312754180767,-0.014191666,-8 pixels,N/A,N/A,N/A
81.01 s,-1.40 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001976372239983414,0.001113066407736668,-0.014217501,-8 pixels,N/A,N/A,N/A
81.14 s,-1.39 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0020540793428443266,0.0011015353273689061,-0.014231971,-8 pixels,N/A,N/A,N/A
81.25 s,-1.38 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0020557648561596678,0.0012141733790397267,-0.014362927,-8 pixels,N/A,N/A,N/A
81.37 s,-1.37 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00209985751029444,0.001258114069102256,-0.014289316,-8 pixels,N/A,N/A,N/A
81.5 s,-1.36 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0021453971543772985,0.0012193884561196382,-0.014395741,-8 pixels,N/A,N/A,N/A
81.62 s,-1.35 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0021752584078822573,0.0013094052064278915,-0.014311014,-8 pixels,N/A,N/A,N/A
81.74 s,-1.34 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0022225718578086054,0.0011742139694006946,-0.014410205,-8 pixels,N/A,N/A,N/A
81.85 s,-1.33 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0021314164874684993,0.0012513717299630996,-0.014357637,-8 pixels,N/A,N/A,N/A
81.97 s,-1.32 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002193796482384691,0.0011738472915472835,-0.014430589,-8 pixels,N/A,N/A,N/A
82.09 s,-1.31 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0020473457558627976,0.0012402747526089348,-0.014460883,-8 pixels,N/A,N/A,N/A
82.21 s,-1.30 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002106920778131916,0.0012342758088361109,-0.014479568,-8 pixels,N/A,N/A,N/A
82.32 s,-1.29 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020682304525430854,0.0012526503043368744,-0.014486297,-8 pixels,N/A,N/A,N/A
82.44 s,-1.28 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0021322975383495407,0.0011590225693721245,-0.014463376,-8 pixels,N/A,N/A,N/A
82.56 s,-1.27 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020578173488587535,0.001198485796471313,-0.014403015,-8 pixels,N/A,N/A,N/A
82.68 s,-1.26 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002085584195774047,0.0011533523341685336,-0.014372169,-8 pixels,N/A,N/A,N/A
82.8 s,-1.25 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019511369247771845,0.0012632725814637291,-0.014358649,-8 pixels,N/A,N/A,N/A
82.92 s,-1.23 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001979610071748024,0.001227943170916454,-0.014356832,-8 pixels,N/A,N/A,N/A
83.03 s,-1.22 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0019223104100536427,0.0012997120501384335,-0.014474048,-8 pixels,N/A,N/A,N/A
83.15 s,-1.21 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001975851737100601,0.0013566372414808435,-0.014432107,-8 pixels,N/A,N/A,N/A
83.27 s,-1.20 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001997374875422539,0.0012516675659645577,-0.014550539,-8 pixels,N/A,N/A,N/A
83.38 s,-1.19 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019593437745303675,0.0013355190493854739,-0.014492824,-8 pixels,N/A,N/A,N/A
83.5 s,-1.18 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019393394905629269,0.0012213445889496903,-0.0146091,-8 pixels,N/A,N/A,N/A
83.62 s,-1.17 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019511457427584158,0.0013263275492751464,-0.014540304,-8 pixels,N/A,N/A,N/A
83.74 s,-1.16 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002053334023439944,0.0012850525005620374,-0.014611735,-8 pixels,N/A,N/A,N/A
83.86 s,-1.15 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020378044851767207,0.001363009165944794,-0.014624035,-8 pixels,N/A,N/A,N/A
83.97 s,-1.14 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020481043485127766,0.0012799861420598004,-0.014662306,-8 pixels,N/A,N/A,N/A
