Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels),Rotation Start Time (s),rotation_end_time (s),Rotation Duration (s)
17.22 s,-4.79 m,7.37 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001864495497174444,0.0014988398798229914,-1.585330487,-5 pixels,N/A,N/A,N/A
17.34 s,-4.79 m,7.36 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018490719871005013,0.0013224745308804968,-1.585480406,-5 pixels,N/A,N/A,N/A
17.46 s,-4.79 m,7.35 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017148811459250792,0.0013694240314722026,-1.58547597,-5 pixels,N/A,N/A,N/A
17.57 s,-4.79 m,7.34 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001710065000848762,0.0012175492541424545,-1.58558253,-4 pixels,N/A,N/A,N/A
17.69 s,-4.79 m,7.32 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001498860108136672,0.0012025711082011285,-1.585639141,-4 pixels,N/A,N/A,N/A
17.81 s,-4.79 m,7.31 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0015767452735103913,0.0011076930938936679,-1.585732656,-4 pixels,N/A,N/A,N/A
17.93 s,-4.79 m,7.30 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0015126322624769595,0.0011219253090294303,-1.585765224,-4 pixels,N/A,N/A,N/A
18.05 s,-4.79 m,7.29 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0016756123657010122,0.001054893596168546,-1.585785604,-4 pixels,N/A,N/A,N/A
18.17 s,-4.79 m,7.28 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0016624264625884275,0.0011263928480953636,-1.585935432,-4 pixels,N/A,N/A,N/A
18.29 s,-4.79 m,7.27 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.001689611542741602,0.0011811222823710607,-1.585898974,-4 pixels,N/A,N/A,N/A
18.41 s,-4.79 m,7.26 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017232283975775157,0.00103685966999907,-1.585923103,-4 pixels,N/A,N/A,N/A
18.53 s,-4.79 m,7.25 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0016881969958899487,0.0011369958272672228,-1.585942032,-4 pixels,N/A,N/A,N/A
18.65 s,-4.79 m,7.24 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018456528666613529,0.0010625495438363183,-1.585993913,-4 pixels,N/A,N/A,N/A
18.77 s,-4.79 m,7.23 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018361826954461041,0.0011557355826820122,-1.586010766,-4 pixels,N/A,N/A,N/A
18.89 s,-4.79 m,7.22 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002040749997617646,0.0011665366427156972,-1.586083659,-4 pixels,N/A,N/A,N/A
19.0 s,-4.79 m,7.21 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019075713040918071,0.001296780197995555,-1.586138931,-4 pixels,N/A,N/A,N/A
19.12 s,-4.79 m,7.20 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021417634452655437,0.00134946674804277,-1.586268905,-4 pixels,N/A,N/A,N/A
19.24 s,-4.79 m,7.19 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002039810675192483,0.0014170478779223362,-1.586354685,-4 pixels,N/A,N/A,N/A
19.36 s,-4.79 m,7.18 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021896557524630714,0.0013608569222910817,-1.586383929,-4 pixels,N/A,N/A,N/A
19.47 s,-4.79 m,7.16 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021686909201749653,0.0014005665989739987,-1.5864638,-4 pixels,N/A,N/A,N/A
19.6 s,-4.79 m,7.15 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0022450698140054517,0.0013563648467799032,-1.586546597,-4 pixels,N/A,N/A,N/A
19.72 s,-4.79 m,7.14 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002212004777932114,0.0014909112945349948,-1.586639748,-4 pixels,N/A,N/A,N/A
19.83 s,-4.79 m,7.13 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0022794646075405124,0.0016760142592021799,-1.586707802,-4 pixels,N/A,N/A,N/A
19.95 s,-4.79 m,7.12 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002247325622173802,0.0018129488613717354,-1.586842281,-4 pixels,N/A,N/A,N/A
20.07 s,-4.79 m,7.11 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021620781129677107,0.002101876337140797,-1.586792401,-4 pixels,N/A,N/A,N/A
20.19 s,-4.79 m,7.10 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021690687414576107,0.0021649996862894137,-1.586929179,-4 pixels,N/A,N/A,N/A
20.31 s,-4.79 m,7.09 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020148379430225184,0.002388678701296199,-1.587013073,-3 pixels,N/A,N/A,N/A
20.45 s,-4.79 m,7.08 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.002079662788226786,0.0024262846708140266,-1.587109182,-3 pixels,N/A,N/A,N/A
20.57 s,-4.79 m,7.07 m,0.47 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.002029468379754836,0.002481640988670903,-1.587174301,-3 pixels,N/A,N/A,N/A
20.69 s,-4.79 m,7.05 m,0.47 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.002105043239708445,0.0024371441877833033,-1.587165245,-3 pixels,N/A,N/A,N/A
20.81 s,-4.79 m,7.04 m,0.47 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0020911044313772606,0.0023238342031023083,-1.587347153,-3 pixels,N/A,N/A,N/A
20.93 s,-4.79 m,7.03 m,0.47 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0019582946650042875,0.002313482515609825,-1.587391196,-3 pixels,N/A,N/A,N/A
21.05 s,-4.79 m,7.02 m,0.47 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.001957538037079535,0.0021400857783052726,-1.587574581,-3 pixels,N/A,N/A,N/A
21.17 s,-4.79 m,7.01 m,0.47 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0018676248193900125,0.0019255376408954187,-1.587577482,-3 pixels,N/A,N/A,N/A
21.29 s,-4.79 m,7.00 m,0.47 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0019205328058517464,0.0016306093742772011,-1.587679186,-3 pixels,N/A,N/A,N/A
21.4 s,-4.79 m,6.99 m,0.47 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0018782484927291866,0.001347122146346048,-1.587692874,-3 pixels,N/A,N/A,N/A
21.52 s,-4.79 m,6.98 m,0.47 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0019668622883165384,0.0009420142546261222,-1.587786971,-3 pixels,N/A,N/A,N/A
21.64 s,-4.80 m,6.97 m,0.47 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.001958299348411206,0.0008588074646341581,-1.587871033,-3 pixels,N/A,N/A,N/A
21.77 s,-4.80 m,6.96 m,0.47 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.00206741141515124,0.0006200876985671667,-1.587833989,-3 pixels,N/A,N/A,N/A
21.9 s,-4.80 m,6.95 m,0.47 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0019751083002033354,0.0005820274204669511,-1.587936242,-3 pixels,N/A,N/A,N/A
22.02 s,-4.80 m,6.93 m,0.47 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0019986771358612874,0.0004967347218673556,-1.587934713,-3 pixels,N/A,N/A,N/A
22.14 s,-4.80 m,6.92 m,0.47 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0018897703414009245,0.0004952105228562599,-1.588132529,-4 pixels,N/A,N/A,N/A
22.26 s,-4.80 m,6.91 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018438062022932444,0.000542847595108515,-1.588103771,-4 pixels,N/A,N/A,N/A
22.37 s,-4.80 m,6.90 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001786734826634585,0.0005331999455571783,-1.588238299,-4 pixels,N/A,N/A,N/A
22.5 s,-4.80 m,6.89 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017087933683341647,0.0006888318887593179,-1.588258463,-5 pixels,N/A,N/A,N/A
22.62 s,-4.80 m,6.88 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017049791299260232,0.0006879715345144132,-1.588442538,-5 pixels,N/A,N/A,N/A
22.75 s,-4.80 m,6.87 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0016153917433018652,0.0007459722300824857,-1.588524803,-6 pixels,N/A,N/A,N/A
22.87 s,-4.80 m,6.86 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0016904165960962374,0.0006034417358107602,-1.588471288,-6 pixels,N/A,N/A,N/A
22.99 s,-4.80 m,6.85 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0016125096031322096,0.0006011989415756371,-1.58852802,-7 pixels,N/A,N/A,N/A
23.11 s,-4.80 m,6.84 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0016621510859759602,0.0005409190798244602,-1.588580612,-7 pixels,N/A,N/A,N/A
23.23 s,-4.80 m,6.82 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001588160243176396,0.0006231651000556044,-1.58866144,-7 pixels,N/A,N/A,N/A
23.34 s,-4.80 m,6.81 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001588309890164812,0.000745689492463788,-1.58865269,-8 pixels,N/A,N/A,N/A
23.46 s,-4.80 m,6.80 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0017397993684911013,0.0007171582107289437,-1.58879277,-8 pixels,N/A,N/A,N/A
23.58 s,-4.80 m,6.79 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0018937545444733372,0.0008703852942580485,-1.58877206,-8 pixels,N/A,N/A,N/A
23.7 s,-4.80 m,6.78 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.00214976678331656,0.0008631436167129935,-1.588918803,-8 pixels,N/A,N/A,N/A
23.82 s,-4.80 m,6.77 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0021113993754038425,0.000999142353790509,-1.588947993,-8 pixels,N/A,N/A,N/A
23.94 s,-4.80 m,6.76 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002245402479666299,0.0009632509359741837,-1.589051839,-8 pixels,N/A,N/A,N/A
24.07 s,-4.80 m,6.75 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0022750395551937065,0.0010580300635733763,-1.589078042,-9 pixels,N/A,N/A,N/A
24.19 s,-4.80 m,6.74 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002421353745326226,0.0010044762773303586,-1.589111878,-9 pixels,N/A,N/A,N/A
24.31 s,-4.80 m,6.73 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0022612321839236534,0.0010857249558252646,-1.589145408,-9 pixels,N/A,N/A,N/A
24.43 s,-4.80 m,6.72 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002313636740763188,0.0010729343740401946,-1.589204685,-9 pixels,N/A,N/A,N/A
24.55 s,-4.80 m,6.71 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002144668984018442,0.0012285768811497457,-1.589268294,-9 pixels,N/A,N/A,N/A
24.67 s,-4.79 m,6.70 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021910720214577822,0.0012775993071867447,-1.589272588,-9 pixels,N/A,N/A,N/A
24.79 s,-4.79 m,6.69 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020478795941442636,0.001457271637050764,-1.589371841,-8 pixels,N/A,N/A,N/A
24.92 s,-4.79 m,6.68 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020732911864077036,0.0016150045619995825,-1.589401993,-8 pixels,N/A,N/A,N/A
25.04 s,-4.79 m,6.67 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002036420842526685,0.0016681649928601693,-1.589502986,-8 pixels,N/A,N/A,N/A
25.16 s,-4.79 m,6.65 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.00195746302368807,0.0018534189883574349,-1.589508007,-8 pixels,N/A,N/A,N/A
25.28 s,-4.79 m,6.64 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002059885155411575,0.0018081662545603578,-1.589594398,-8 pixels,N/A,N/A,N/A
25.4 s,-4.79 m,6.63 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019257481642009156,0.001928914877256568,-1.589608723,-8 pixels,N/A,N/A,N/A
25.52 s,-4.79 m,6.62 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.001980243413056441,0.0017938092312708804,-1.589614162,-7 pixels,N/A,N/A,N/A
25.64 s,-4.79 m,6.61 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017876689825476071,0.0018288852172922809,-1.589692356,-7 pixels,N/A,N/A,N/A
25.76 s,-4.79 m,6.60 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018739880892878003,0.0017061453789498542,-1.589769782,-7 pixels,N/A,N/A,N/A
25.88 s,-4.79 m,6.59 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.001708889887418399,0.0017697441637829026,-1.589833852,-7 pixels,N/A,N/A,N/A
26.0 s,-4.79 m,6.58 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019031815093012675,0.001679001609856355,-1.589906492,-7 pixels,N/A,N/A,N/A
26.11 s,-4.79 m,6.57 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019093457389701017,0.0016286737388472095,-1.589997185,-6 pixels,N/A,N/A,N/A
26.23 s,-4.79 m,6.56 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.002002376995226131,0.0015515534146647583,-1.590020402,-6 pixels,N/A,N/A,N/A
26.35 s,-4.79 m,6.55 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020039742447129976,0.0014852029325847726,-1.590112516,-6 pixels,N/A,N/A,N/A
26.47 s,-4.79 m,6.54 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021147033993556743,0.0014324622826404245,-1.590113294,-6 pixels,N/A,N/A,N/A
26.59 s,-4.79 m,6.53 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021118448971749926,0.0013832888805134175,-1.590207953,-6 pixels,N/A,N/A,N/A
26.71 s,-4.79 m,6.52 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.002111987455090619,0.0014018339009092638,-1.590274856,-6 pixels,N/A,N/A,N/A
26.83 s,-4.79 m,6.51 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.002169921110864803,0.0012952121793939845,-1.590351497,-5 pixels,N/A,N/A,N/A
26.95 s,-4.79 m,6.50 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020966262078699494,0.001448725239103492,-1.590400391,-5 pixels,N/A,N/A,N/A
27.07 s,-4.79 m,6.49 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.00211153122019042,0.0013111101667378073,-1.590478126,-5 pixels,N/A,N/A,N/A
27.19 s,-4.79 m,6.48 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019690077773157426,0.0014581740247388629,-1.590577212,-5 pixels,N/A,N/A,N/A
27.31 s,-4.80 m,6.47 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.002087829713400812,0.0013744896051921488,-1.590614137,-5 pixels,N/A,N/A,N/A
27.42 s,-4.80 m,6.46 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019792409459771856,0.0013970276258744854,-1.590684129,-6 pixels,N/A,N/A,N/A
27.55 s,-4.80 m,6.44 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020927625783732345,0.001318510274606318,-1.590748522,-6 pixels,N/A,N/A,N/A
27.66 s,-4.80 m,6.43 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018525319447006713,0.0013658093798246719,-1.590806535,-6 pixels,N/A,N/A,N/A
27.78 s,-4.80 m,6.42 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019153995085093589,0.0013133075318219906,-1.590947393,-6 pixels,N/A,N/A,N/A
27.9 s,-4.80 m,6.41 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018490988400958852,0.001399162760389927,-1.59099923,-6 pixels,N/A,N/A,N/A
28.02 s,-4.80 m,6.40 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019727474673762505,0.0013696487553775314,-1.591024882,-6 pixels,N/A,N/A,N/A
28.14 s,-4.80 m,6.39 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0020455003836966686,0.0014291480522804142,-1.591258378,-6 pixels,N/A,N/A,N/A
28.26 s,-4.80 m,6.38 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.002037416701814572,0.0014917963940804465,-1.59125215,-6 pixels,N/A,N/A,N/A
28.38 s,-4.80 m,6.37 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.002113843688476232,0.0014129772934645887,-1.591470139,-6 pixels,N/A,N/A,N/A
28.5 s,-4.80 m,6.36 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.002021075214343499,0.0014475794429711156,-1.591549755,-6 pixels,N/A,N/A,N/A
28.63 s,-4.80 m,6.35 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0020564213821352637,0.0013509188363668501,-1.591494237,-7 pixels,N/A,N/A,N/A
28.74 s,-4.80 m,6.34 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001946142465114878,0.0013719222222491,-1.591534858,-7 pixels,N/A,N/A,N/A
28.86 s,-4.80 m,6.33 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0020003782702111214,0.0013221734199882912,-1.591649255,-7 pixels,N/A,N/A,N/A
28.98 s,-4.80 m,6.32 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001920753822898646,0.0013621075357683164,-1.591718689,-7 pixels,N/A,N/A,N/A
29.09 s,-4.80 m,6.31 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.002032890222190478,0.0012232333300987621,-1.591818817,-7 pixels,N/A,N/A,N/A
29.21 s,-4.80 m,6.30 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019325950944085134,0.0012053281735588967,-1.591852618,-7 pixels,N/A,N/A,N/A
29.33 s,-4.80 m,6.29 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.002025871082432925,0.0009977653396616997,-1.592015247,-7 pixels,N/A,N/A,N/A
29.45 s,-4.80 m,6.28 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019120115639082419,0.0009647674017694343,-1.591935561,-7 pixels,N/A,N/A,N/A
29.56 s,-4.80 m,6.27 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019506822307434936,0.0007891087230214389,-1.591995985,-7 pixels,N/A,N/A,N/A
29.68 s,-4.80 m,6.25 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018395981551023416,0.0007965368167991657,-1.592138987,-8 pixels,N/A,N/A,N/A
29.8 s,-4.80 m,6.24 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017907678361566168,0.0008095326773069848,-1.592098594,-8 pixels,N/A,N/A,N/A
29.92 s,-4.80 m,6.23 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017900657414339212,0.00078388272916316,-1.59225442,-8 pixels,N/A,N/A,N/A
30.04 s,-4.80 m,6.22 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018159114981368674,0.0008733723171607387,-1.59224916,-8 pixels,N/A,N/A,N/A
30.16 s,-4.80 m,6.21 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0018104112863739075,0.0008334049446027617,-1.592330948,-8 pixels,N/A,N/A,N/A
30.28 s,-4.80 m,6.20 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001810994134439482,0.000990674551974329,-1.592318517,-8 pixels,N/A,N/A,N/A
30.4 s,-4.80 m,6.19 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0018768324164861396,0.0009023631126179538,-1.592390366,-8 pixels,N/A,N/A,N/A
30.52 s,-4.80 m,6.18 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0019077315246769037,0.0010583754625165984,-1.592453352,-8 pixels,N/A,N/A,N/A
30.64 s,-4.80 m,6.17 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002064779910161093,0.0010343333586945972,-1.592531033,-9 pixels,N/A,N/A,N/A
30.76 s,-4.80 m,6.16 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0019422849376281271,0.0011203056860386593,-1.592518913,-9 pixels,N/A,N/A,N/A
30.88 s,-4.80 m,6.15 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002089660252919549,0.0010759922250037938,-1.592574125,-9 pixels,N/A,N/A,N/A
31.0 s,-4.80 m,6.14 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019996632762468046,0.0011587110772109301,-1.592620051,-9 pixels,N/A,N/A,N/A
31.12 s,-4.80 m,6.13 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002138045264931462,0.0011395338376683193,-1.592689452,-9 pixels,N/A,N/A,N/A
31.24 s,-4.80 m,6.12 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002100361082611211,0.0012037209662262936,-1.592843944,-9 pixels,N/A,N/A,N/A
31.36 s,-4.80 m,6.10 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021917448561598104,0.0012983754800190578,-1.592855042,-9 pixels,N/A,N/A,N/A
31.48 s,-4.80 m,6.09 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002267111465601393,0.0012128558275075817,-1.593053886,-9 pixels,N/A,N/A,N/A
31.6 s,-4.80 m,6.08 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002248801366414733,0.00127226496064243,-1.592948538,-9 pixels,N/A,N/A,N/A
31.72 s,-4.80 m,6.07 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0023552941951882644,0.001138336356138053,-1.59304184,-9 pixels,N/A,N/A,N/A
31.85 s,-4.80 m,6.06 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002189331243164862,0.0012341670408778048,-1.593016262,-9 pixels,N/A,N/A,N/A
31.98 s,-4.80 m,6.05 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002261753213838375,0.0011186555694859212,-1.593080674,-9 pixels,N/A,N/A,N/A
32.11 s,-4.80 m,6.04 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.001992626411251782,0.0012194757654830227,-1.593131749,-9 pixels,N/A,N/A,N/A
32.23 s,-4.80 m,6.03 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002071872422630071,0.0011543881620946668,-1.593175398,-9 pixels,N/A,N/A,N/A
32.35 s,-4.80 m,6.02 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.001977486704219705,0.001206310760393209,-1.593314472,-9 pixels,N/A,N/A,N/A
32.48 s,-4.80 m,6.01 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019798752620516827,0.0012999068457807852,-1.593304144,-9 pixels,N/A,N/A,N/A
32.6 s,-4.80 m,5.99 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019697907869907516,0.0012322840698544481,-1.5934598,-9 pixels,N/A,N/A,N/A
32.72 s,-4.80 m,5.98 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019646443555485743,0.0012564424511060238,-1.593380094,-8 pixels,N/A,N/A,N/A
32.84 s,-4.80 m,5.97 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002169141702598944,0.0010560353763672387,-1.593449138,-8 pixels,N/A,N/A,N/A
32.96 s,-4.80 m,5.96 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002115214036822883,0.0011528730401932812,-1.593532337,-8 pixels,N/A,N/A,N/A
33.09 s,-4.80 m,5.95 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0023329040428056954,0.0011111852450831389,-1.593597295,-8 pixels,N/A,N/A,N/A
33.21 s,-4.80 m,5.94 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0022125104587914983,0.0013311557474216182,-1.593649141,-8 pixels,N/A,N/A,N/A
33.32 s,-4.80 m,5.93 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0022734876881335183,0.0014468937938445572,-1.593741019,-8 pixels,N/A,N/A,N/A
33.45 s,-4.80 m,5.92 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002051456646270319,0.001657284740462107,-1.593770864,-8 pixels,N/A,N/A,N/A
33.56 s,-4.80 m,5.91 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020605864694260173,0.001671236019523325,-1.593838987,-8 pixels,N/A,N/A,N/A
33.68 s,-4.80 m,5.90 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019287769667005836,0.0018458722601241415,-1.593879306,-9 pixels,N/A,N/A,N/A
33.8 s,-4.79 m,5.89 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019489148761459585,0.001903799058605141,-1.593973226,-11 pixels,N/A,N/A,N/A
33.92 s,-4.80 m,5.88 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.001919481463786414,-4.44E-06,-1.593992686,-12 pixels,N/A,N/A,N/A
34.04 s,-4.80 m,5.86 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019129450287807062,-0.001720705,-1.594045551,-13 pixels,N/A,N/A,N/A
34.16 s,-4.79 m,5.85 m,0.47 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002009882114149188,-0.000901123,-1.594087041,-14 pixels,N/A,N/A,N/A
34.17 s,-4.79 m,5.85 m,0.47 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0020129732071940266,-0.000691037,-1.594095655,-15 pixels,N/A,N/A,N/A
