Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels),Rotation Start Time (s),rotation_end_time (s),Rotation Duration (s)
18.85 s,-4.76 m,7.74 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002066751332593017,-0.00116204,-1.567572925,6 pixels,N/A,N/A,N/A
18.97 s,-4.76 m,7.73 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002063555791363712,-0.000857627,-1.567504925,7 pixels,N/A,N/A,N/A
19.09 s,-4.76 m,7.73 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0020999679807840264,-0.000633403,-1.567425341,7 pixels,N/A,N/A,N/A
19.21 s,-4.76 m,7.72 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002031788386153604,-0.000325666,-1.567435191,7 pixels,N/A,N/A,N/A
19.33 s,-4.76 m,7.71 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002106807704040717,-9.86E-05,-1.567390806,8 pixels,N/A,N/A,N/A
19.44 s,-4.76 m,7.70 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002135537016950346,6.78022789350105e-05,-1.567239095,8 pixels,N/A,N/A,N/A
19.58 s,-4.76 m,7.69 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002145853432957216,0.00025524992867453753,-1.567203635,8 pixels,N/A,N/A,N/A
19.75 s,-4.75 m,7.68 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0022116992773433515,0.0004135890142296904,-1.567158904,9 pixels,N/A,N/A,N/A
19.9 s,-4.75 m,7.67 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0021272229317591904,0.0007230532859351413,-1.567136514,9 pixels,N/A,N/A,N/A
20.09 s,-4.75 m,7.66 m,0.46 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.0021269225319920293,0.0009202812483029349,-1.567135013,10 pixels,N/A,N/A,N/A
20.25 s,-4.75 m,7.65 m,0.46 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.0020424914495603026,0.001177895107217424,-1.567099861,10 pixels,N/A,N/A,N/A
20.43 s,-4.75 m,7.64 m,0.46 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.002067807489024015,0.0012705549227260923,-1.567118394,11 pixels,N/A,N/A,N/A
20.58 s,-4.75 m,7.63 m,0.46 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.002047192051612796,0.002308093913481779,-1.567010142,12 pixels,N/A,N/A,N/A
20.75 s,-4.75 m,7.62 m,0.46 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.002137839239547231,0.0034623945347748834,-1.566906534,12 pixels,N/A,N/A,N/A
20.91 s,-4.75 m,7.61 m,0.46 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.0020884152869856854,0.0047539059721395304,-1.566794588,13 pixels,N/A,N/A,N/A
21.09 s,-4.75 m,7.60 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0021972412081375276,0.004168234977601762,-1.566671321,13 pixels,N/A,N/A,N/A
21.24 s,-4.74 m,7.59 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002147564735580655,0.005101817434067627,-1.566557517,13 pixels,N/A,N/A,N/A
21.42 s,-4.74 m,7.58 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0021798868545413047,0.005306601222388153,-1.566469094,13 pixels,N/A,N/A,N/A
21.57 s,-4.75 m,7.57 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0020706719257790923,0.0035674131987379278,-1.566486499,13 pixels,N/A,N/A,N/A
21.75 s,-4.75 m,7.56 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.002003096165423383,0.0023228480450678624,-1.566451954,12 pixels,N/A,N/A,N/A
21.89 s,-4.75 m,7.55 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.001825547500553578,0.001211119541287097,-1.566331592,12 pixels,N/A,N/A,N/A
22.07 s,-4.75 m,7.54 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0018016227152607399,0.002085415390561571,-1.566199454,12 pixels,N/A,N/A,N/A
22.22 s,-4.75 m,7.53 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0017664182551228326,0.002001253001985593,-1.566192983,11 pixels,N/A,N/A,N/A
22.39 s,-4.75 m,7.52 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0018196994258475544,0.0016867665675642666,-1.566133313,11 pixels,N/A,N/A,N/A
22.55 s,-4.75 m,7.51 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0018345288950088231,0.002826772406057762,-1.566044472,11 pixels,N/A,N/A,N/A
22.71 s,-4.75 m,7.50 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0019009217163833655,0.0034649002250241976,-1.565989553,11 pixels,N/A,N/A,N/A
22.87 s,-4.75 m,7.49 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0018111986183421704,0.0025797119701430112,-1.565887807,10 pixels,N/A,N/A,N/A
23.04 s,-4.75 m,7.48 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.001775625165472387,0.0022869931912581436,-1.565792579,10 pixels,N/A,N/A,N/A
23.2 s,-4.75 m,7.47 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0016637878816096602,-3.97E-05,-1.565722412,9 pixels,N/A,N/A,N/A
23.39 s,-4.76 m,7.46 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0016789235857026616,-0.000765059,-1.56574063,8 pixels,N/A,N/A,N/A
23.51 s,-4.76 m,7.45 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0016995162025721755,-0.000745702,-1.565684894,8 pixels,N/A,N/A,N/A
23.68 s,-4.76 m,7.44 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0019102735848257214,-0.000504868,-1.565601161,8 pixels,N/A,N/A,N/A
23.82 s,-4.76 m,7.43 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019699017255988297,-0.000265826,-1.565489449,7 pixels,N/A,N/A,N/A
24.02 s,-4.76 m,7.42 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019992004032423974,3.49098328914841e-05,-1.565397165,7 pixels,N/A,N/A,N/A
24.16 s,-4.76 m,7.41 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001945633504713867,0.00025279204018316685,-1.565324743,7 pixels,N/A,N/A,N/A
24.31 s,-4.76 m,7.40 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0020257513385685015,0.00037086360523313545,-1.56526499,7 pixels,N/A,N/A,N/A
24.48 s,-4.76 m,7.39 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.001956868325455227,0.0004833944811448174,-1.565195923,8 pixels,N/A,N/A,N/A
24.65 s,-4.76 m,7.38 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020576955441091644,0.0005397443103665513,-1.565136482,8 pixels,N/A,N/A,N/A
24.79 s,-4.76 m,7.37 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002009868609613998,0.0005932599182835923,-1.565036057,8 pixels,N/A,N/A,N/A
24.97 s,-4.76 m,7.36 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002123955230658531,0.0006827251727891683,-1.564973536,8 pixels,N/A,N/A,N/A
25.11 s,-4.76 m,7.35 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020702458126557973,0.0008072438198635336,-1.564901039,8 pixels,N/A,N/A,N/A
25.29 s,-4.76 m,7.34 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021945583009862508,0.0008692393003940377,-1.564841102,8 pixels,N/A,N/A,N/A
25.45 s,-4.76 m,7.33 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021217814654332823,0.0010497654360881877,-1.564770891,8 pixels,N/A,N/A,N/A
25.61 s,-4.76 m,7.32 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002186359438193795,0.0010589129709798343,-1.564664803,9 pixels,N/A,N/A,N/A
25.74 s,-4.75 m,7.31 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021376995891374357,0.001162276064155309,-1.564636954,9 pixels,N/A,N/A,N/A
25.9 s,-4.75 m,7.30 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002127774054751591,0.0011152587387177522,-1.564566545,9 pixels,N/A,N/A,N/A
26.07 s,-4.75 m,7.29 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0020268361811330827,0.0012659584870534845,-1.564512344,9 pixels,N/A,N/A,N/A
26.23 s,-4.75 m,7.28 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0021248403347584014,0.0012104383187729326,-1.564390447,9 pixels,N/A,N/A,N/A
26.38 s,-4.75 m,7.27 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.00202739766717692,0.0013012042624790667,-1.564333331,10 pixels,N/A,N/A,N/A
26.57 s,-4.75 m,7.26 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002096411123319871,0.0012720721538112575,-1.564231475,10 pixels,N/A,N/A,N/A
26.69 s,-4.75 m,7.25 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.001984401493262875,0.0013707697038599551,-1.564153133,10 pixels,N/A,N/A,N/A
26.87 s,-4.75 m,7.24 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.001998345484580149,0.0013552539331734995,-1.564128818,10 pixels,N/A,N/A,N/A
27.02 s,-4.75 m,7.23 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018563053999597265,0.0015003493313191407,-1.564067828,10 pixels,N/A,N/A,N/A
27.19 s,-4.75 m,7.22 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018738613405672126,0.0015419189837796246,-1.563999021,11 pixels,N/A,N/A,N/A
27.34 s,-4.75 m,7.21 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017358964234560103,0.002158174157512372,-1.563937289,11 pixels,N/A,N/A,N/A
27.51 s,-4.75 m,7.20 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017398692319602633,0.0034927554948972236,-1.563902321,11 pixels,N/A,N/A,N/A
27.68 s,-4.75 m,7.19 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018742266298823517,0.0034047076634388007,-1.563836171,12 pixels,N/A,N/A,N/A
27.83 s,-4.75 m,7.18 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.002053326846150949,0.0030839385135816083,-1.563763387,11 pixels,N/A,N/A,N/A
27.98 s,-4.75 m,7.17 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.002112485042777945,0.003276873972874774,-1.563659361,11 pixels,N/A,N/A,N/A
28.15 s,-4.75 m,7.16 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.002135035455661391,0.003868320084368265,-1.563581457,11 pixels,N/A,N/A,N/A
28.29 s,-4.75 m,7.15 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.002103577673427232,0.0031703433053443322,-1.563511187,11 pixels,N/A,N/A,N/A
28.49 s,-4.75 m,7.13 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.002122945895915398,0.0019848810775763984,-1.563415027,11 pixels,N/A,N/A,N/A
28.62 s,-4.75 m,7.13 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.002018249201268523,0.0016242513935850135,-1.563345383,10 pixels,N/A,N/A,N/A
28.76 s,-4.75 m,7.12 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0019626826019032073,0.0010695012055571495,-1.563270647,10 pixels,N/A,N/A,N/A
28.91 s,-4.75 m,7.11 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0019989641744652792,0.000321932019426746,-1.563188626,9 pixels,N/A,N/A,N/A
29.08 s,-4.75 m,7.10 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0021126798727315343,9.947339265060954e-05,-1.563127365,9 pixels,N/A,N/A,N/A
29.24 s,-4.76 m,7.09 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0019669622834374437,0.00022787031018619346,-1.563032256,8 pixels,N/A,N/A,N/A
29.42 s,-4.76 m,7.08 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019999377622352816,0.0003377064050338805,-1.563028908,8 pixels,N/A,N/A,N/A
29.58 s,-4.76 m,7.07 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018974706488995806,0.0005761425658542778,-1.562977262,8 pixels,N/A,N/A,N/A
29.74 s,-4.76 m,7.06 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019812039843540995,0.0006497707783508195,-1.562909192,8 pixels,N/A,N/A,N/A
29.89 s,-4.76 m,7.05 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018691163218264595,0.0007817339907963844,-1.562875269,8 pixels,N/A,N/A,N/A
30.08 s,-4.76 m,7.03 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017994194977835078,0.0007940120184160024,-1.562798798,8 pixels,N/A,N/A,N/A
30.24 s,-4.76 m,7.03 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017952948256944544,0.0008330509001921555,-1.562768183,8 pixels,N/A,N/A,N/A
30.41 s,-4.76 m,7.02 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001852924718412798,0.0007974165113256006,-1.562776746,8 pixels,N/A,N/A,N/A
30.59 s,-4.76 m,7.01 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001813686049728908,0.0008274048202566653,-1.562700114,8 pixels,N/A,N/A,N/A
30.71 s,-4.76 m,7.00 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0018606094184691498,0.0008113220166137543,-1.562635373,8 pixels,N/A,N/A,N/A
30.82 s,-4.76 m,6.99 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0018943547541421257,0.0008472596862049606,-1.562584915,8 pixels,N/A,N/A,N/A
30.95 s,-4.76 m,6.99 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001881695022107157,0.0009069155201226191,-1.562631294,8 pixels,N/A,N/A,N/A
31.12 s,-4.76 m,6.98 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001892245500232591,0.0009183037720292362,-1.562615234,8 pixels,N/A,N/A,N/A
31.27 s,-4.76 m,6.97 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0018111070361981872,0.0010379502707884827,-1.562541482,8 pixels,N/A,N/A,N/A
31.51 s,-4.76 m,6.95 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0017454691836768822,0.0009803379084030728,-1.562481022,8 pixels,N/A,N/A,N/A
31.63 s,-4.76 m,6.94 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0017128181900767409,0.0009275905731151541,-1.562355317,8 pixels,N/A,N/A,N/A
31.76 s,-4.76 m,6.94 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0017188655638173298,0.0009748721303865758,-1.562306985,9 pixels,N/A,N/A,N/A
31.89 s,-4.76 m,6.93 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0016599040735113292,0.0010671739227297056,-1.562289254,9 pixels,N/A,N/A,N/A
32.06 s,-4.75 m,6.92 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001756554292420011,0.0010283038246656202,-1.562182845,9 pixels,N/A,N/A,N/A
32.23 s,-4.75 m,6.91 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001742461367568121,0.0011245726029431875,-1.562126879,9 pixels,N/A,N/A,N/A
32.4 s,-4.75 m,6.90 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0018716284359606174,0.0009926553469090113,-1.561944862,9 pixels,N/A,N/A,N/A
32.56 s,-4.75 m,6.89 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0019001074500573335,0.0009892231234283988,-1.56189598,9 pixels,N/A,N/A,N/A
32.72 s,-4.75 m,6.88 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002038669578658368,0.0009056414808541241,-1.561742374,9 pixels,N/A,N/A,N/A
32.86 s,-4.75 m,6.87 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0020254289185716277,0.0009321886396387568,-1.561691685,10 pixels,N/A,N/A,N/A
33.03 s,-4.75 m,6.86 m,0.46 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.002134765437677968,0.0008899638698345707,-1.561580983,10 pixels,N/A,N/A,N/A
33.18 s,-4.75 m,6.85 m,0.46 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.002180145541956728,0.0010146409590630753,-1.561529956,10 pixels,N/A,N/A,N/A
33.32 s,-4.75 m,6.84 m,0.46 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.00229447216485825,0.001090439482890747,-1.56142602,10 pixels,N/A,N/A,N/A
33.47 s,-4.75 m,6.83 m,0.46 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.00231139316765455,0.0013165946658120315,-1.561428966,10 pixels,N/A,N/A,N/A
33.63 s,-4.75 m,6.82 m,0.46 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.0024113315781397007,0.001423416669305679,-1.561384662,11 pixels,N/A,N/A,N/A
33.79 s,-4.75 m,6.81 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.00244543469938373,0.0018300578777265255,-1.56130804,11 pixels,N/A,N/A,N/A
33.95 s,-4.75 m,6.80 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002547702627281809,0.003318905719803364,-1.561236453,11 pixels,N/A,N/A,N/A
34.11 s,-4.75 m,6.79 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0025115547247489857,0.004779726727518535,-1.561148362,12 pixels,N/A,N/A,N/A
34.28 s,-4.75 m,6.78 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.002541900039219224,0.0050290362601140845,-1.561096067,12 pixels,N/A,N/A,N/A
34.44 s,-4.75 m,6.77 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0024695506826407274,0.004485127426698476,-1.560971936,12 pixels,N/A,N/A,N/A
34.61 s,-4.75 m,6.76 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.002480893813908144,0.0027572000723831633,-1.561008697,11 pixels,N/A,N/A,N/A
34.74 s,-4.75 m,6.75 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.002387663986460192,0.0017256699038730775,-1.561013909,11 pixels,N/A,N/A,N/A
34.9 s,-4.75 m,6.74 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0023188488094900346,0.0009801649938211523,-1.560986487,10 pixels,N/A,N/A,N/A
35.04 s,-4.75 m,6.73 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.002142089636524143,0.000475617948289544,-1.560881277,10 pixels,N/A,N/A,N/A
35.2 s,-4.75 m,6.72 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0020651525473,0.00037169243854383256,-1.560882714,9 pixels,N/A,N/A,N/A
35.36 s,-4.75 m,6.71 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0018643509061113633,0.0005359266774962032,-1.560856169,9 pixels,N/A,N/A,N/A
35.51 s,-4.75 m,6.70 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019051284465290712,0.0006521136686135845,-1.560848277,9 pixels,N/A,N/A,N/A
35.66 s,-4.75 m,6.69 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018108127593119239,0.000898311196951889,-1.560843898,9 pixels,N/A,N/A,N/A
35.87 s,-4.75 m,6.67 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017772975051884485,0.001041475180621858,-1.560823548,9 pixels,N/A,N/A,N/A
35.98 s,-4.75 m,6.66 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.001682653709850964,0.0010889496276089293,-1.56081466,9 pixels,N/A,N/A,N/A
36.16 s,-4.76 m,6.65 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0016849682285797762,0.0011257405699042855,-1.560745949,9 pixels,N/A,N/A,N/A
36.28 s,-4.76 m,6.64 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0015848736198284495,0.001135093402985116,-1.560716958,9 pixels,N/A,N/A,N/A
36.42 s,-4.76 m,6.64 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0016234494984324927,0.001032527423930407,-1.560720606,9 pixels,N/A,N/A,N/A
36.58 s,-4.76 m,6.62 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0016544421662098075,0.0010337018542360397,-1.560705417,9 pixels,N/A,N/A,N/A
36.73 s,-4.76 m,6.61 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019154627069701085,0.0009494927537700627,-1.560683887,8 pixels,N/A,N/A,N/A
36.89 s,-4.76 m,6.60 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018977098080609734,0.00104059574494569,-1.560633258,8 pixels,N/A,N/A,N/A
37.04 s,-4.76 m,6.59 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020210753584238433,0.0009118118590374302,-1.560656364,8 pixels,N/A,N/A,N/A
37.19 s,-4.76 m,6.58 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019390063282165248,0.0010221406977081215,-1.560604871,8 pixels,N/A,N/A,N/A
37.35 s,-4.76 m,6.57 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019936376060407995,0.0010832068104115133,-1.560596249,8 pixels,N/A,N/A,N/A
37.49 s,-4.76 m,6.56 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018561730984807934,0.0011824788600060603,-1.56057018,9 pixels,N/A,N/A,N/A
37.65 s,-4.76 m,6.55 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019767355539225535,0.0011922803691640823,-1.560543285,9 pixels,N/A,N/A,N/A
37.8 s,-4.76 m,6.54 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019326854597020223,0.0012323589949912316,-1.560526581,9 pixels,N/A,N/A,N/A
37.96 s,-4.76 m,6.53 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021262259527234447,0.0012116398253198021,-1.560461681,9 pixels,N/A,N/A,N/A
38.11 s,-4.76 m,6.52 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020856084304651037,0.0012308660642258206,-1.560419258,9 pixels,N/A,N/A,N/A
38.26 s,-4.76 m,6.51 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002218054643240656,0.0012139312692551248,-1.560408878,9 pixels,N/A,N/A,N/A
38.43 s,-4.75 m,6.50 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021068718381460276,0.0012236905810328654,-1.560385088,9 pixels,N/A,N/A,N/A
38.6 s,-4.75 m,6.49 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0022549993530166647,0.0012241826593811602,-1.560317843,9 pixels,N/A,N/A,N/A
38.77 s,-4.75 m,6.48 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021826536946444406,0.0011827729022835776,-1.56027424,9 pixels,N/A,N/A,N/A
38.93 s,-4.75 m,6.47 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021452643711399304,0.0011870370314805935,-1.560289518,9 pixels,N/A,N/A,N/A
39.05 s,-4.75 m,6.46 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002018712424093099,0.0012347441976091856,-1.56022353,9 pixels,N/A,N/A,N/A
39.22 s,-4.75 m,6.45 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020668506870493743,0.0012513694621438308,-1.560180463,9 pixels,N/A,N/A,N/A
39.37 s,-4.75 m,6.44 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019349148040346015,0.0012520071837005017,-1.560205061,9 pixels,N/A,N/A,N/A
39.52 s,-4.75 m,6.43 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020130713835513517,0.0012413230707979735,-1.560253728,9 pixels,N/A,N/A,N/A
39.67 s,-4.75 m,6.42 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.00193536535761119,0.0012463536603482997,-1.560251888,9 pixels,N/A,N/A,N/A
39.83 s,-4.75 m,6.41 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0019587256177830675,0.0012871591557690248,-1.560234047,10 pixels,N/A,N/A,N/A
39.99 s,-4.75 m,6.40 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001842399920258999,0.0013726587707387646,-1.560270198,10 pixels,N/A,N/A,N/A
40.14 s,-4.75 m,6.39 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0018284891045556911,0.0013946377057570173,-1.560297366,10 pixels,N/A,N/A,N/A
40.33 s,-4.75 m,6.38 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0017391580085960071,0.001362290695479835,-1.560211458,10 pixels,N/A,N/A,N/A
40.45 s,-4.75 m,6.37 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0018046669932586647,0.0012737461562328108,-1.560193917,10 pixels,N/A,N/A,N/A
40.58 s,-4.75 m,6.36 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0017994157875632787,0.0013606915244971545,-1.560170281,10 pixels,N/A,N/A,N/A
40.75 s,-4.75 m,6.35 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001946282220285621,0.0013565176935357286,-1.560081936,10 pixels,N/A,N/A,N/A
40.9 s,-4.75 m,6.34 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001956250505074877,0.0014169727410538772,-1.559967822,10 pixels,N/A,N/A,N/A
41.05 s,-4.75 m,6.33 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0020314685175577747,0.0013879442889087564,-1.559928116,10 pixels,N/A,N/A,N/A
41.17 s,-4.75 m,6.33 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001936483251878999,0.0014385167102010032,-1.559948597,10 pixels,N/A,N/A,N/A
41.29 s,-4.75 m,6.32 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001899296118603808,0.0014139615596447021,-1.559848265,10 pixels,N/A,N/A,N/A
